folder_path,image_id,class,purpose
BoWFire/dataset/img,fire000.png,fire,train
BoWFire/dataset/img,fire001.png,fire,test
BoWFire/dataset/img,fire002.png,fire,train
BoWFire/dataset/img,fire003.png,fire,train
BoWFire/dataset/img,fire004.png,fire,train
BoWFire/dataset/img,fire005.png,fire,train
BoWFire/dataset/img,fire006.png,fire,test
BoWFire/dataset/img,fire007.png,fire,train
BoWFire/dataset/img,fire008.png,fire,test
BoWFire/dataset/img,fire009.png,fire,train
BoWFire/dataset/img,fire010.png,fire,test
BoWFire/dataset/img,fire011.png,fire,train
BoWFire/dataset/img,fire012.png,fire,train
BoWFire/dataset/img,fire013.png,fire,train
BoWFire/dataset/img,fire014.png,fire,train
BoWFire/dataset/img,fire015.png,fire,train
BoWFire/dataset/img,fire016.png,fire,train
BoWFire/dataset/img,fire017.png,fire,train
BoWFire/dataset/img,fire018.png,fire,train
BoWFire/dataset/img,fire019.png,fire,test
BoWFire/dataset/img,fire020.png,fire,train
BoWFire/dataset/img,fire021.png,fire,train
BoWFire/dataset/img,fire022.png,fire,test
BoWFire/dataset/img,fire023.png,fire,train
BoWFire/dataset/img,fire024.png,fire,train
BoWFire/dataset/img,fire025.png,fire,train
BoWFire/dataset/img,fire026.png,fire,train
BoWFire/dataset/img,fire027.png,fire,train
BoWFire/dataset/img,fire028.png,fire,train
BoWFire/dataset/img,fire029.png,fire,test
BoWFire/dataset/img,fire030.png,fire,test
BoWFire/dataset/img,fire031.png,fire,train
BoWFire/dataset/img,fire032.png,fire,train
BoWFire/dataset/img,fire033.png,fire,train
BoWFire/dataset/img,fire034.png,fire,test
BoWFire/dataset/img,fire035.png,fire,train
BoWFire/dataset/img,fire036.png,fire,test
BoWFire/dataset/img,fire037.png,fire,test
BoWFire/dataset/img,fire038.png,fire,train
BoWFire/dataset/img,fire039.png,fire,train
BoWFire/dataset/img,fire040.png,fire,train
BoWFire/dataset/img,fire041.png,fire,train
BoWFire/dataset/img,fire042.png,fire,test
BoWFire/dataset/img,fire043.png,fire,train
BoWFire/dataset/img,fire044.png,fire,train
BoWFire/dataset/img,fire045.png,fire,train
BoWFire/dataset/img,fire046.png,fire,train
BoWFire/dataset/img,fire047.png,fire,train
BoWFire/dataset/img,fire048.png,fire,train
BoWFire/dataset/img,fire049.png,fire,train
BoWFire/dataset/img,fire050.png,fire,train
BoWFire/dataset/img,fire051.png,fire,test
BoWFire/dataset/img,fire052.png,fire,train
BoWFire/dataset/img,fire053.png,fire,train
BoWFire/dataset/img,fire054.png,fire,train
BoWFire/dataset/img,fire055.png,fire,train
BoWFire/dataset/img,fire056.png,fire,test
BoWFire/dataset/img,fire057.png,fire,train
BoWFire/dataset/img,fire058.png,fire,train
BoWFire/dataset/img,fire059.png,fire,test
BoWFire/dataset/img,fire060.png,fire,train
BoWFire/dataset/img,fire061.png,fire,train
BoWFire/dataset/img,fire062.png,fire,train
BoWFire/dataset/img,fire063.png,fire,test
BoWFire/dataset/img,fire064.png,fire,train
BoWFire/dataset/img,fire065.png,fire,train
BoWFire/dataset/img,fire066.png,fire,test
BoWFire/dataset/img,fire067.png,fire,train
BoWFire/dataset/img,fire068.png,fire,train
BoWFire/dataset/img,fire069.png,fire,test
BoWFire/dataset/img,fire070.png,fire,train
BoWFire/dataset/img,fire071.png,fire,test
BoWFire/dataset/img,fire072.png,fire,train
BoWFire/dataset/img,fire073.png,fire,train
BoWFire/dataset/img,fire074.png,fire,train
BoWFire/dataset/img,fire075.png,fire,test
BoWFire/dataset/img,fire076.png,fire,train
BoWFire/dataset/img,fire077.png,fire,test
BoWFire/dataset/img,fire078.png,fire,train
BoWFire/dataset/img,fire079.png,fire,train
BoWFire/dataset/img,fire080.png,fire,train
BoWFire/dataset/img,fire081.png,fire,test
BoWFire/dataset/img,fire082.png,fire,train
BoWFire/dataset/img,fire083.png,fire,train
BoWFire/dataset/img,fire084.png,fire,train
BoWFire/dataset/img,fire085.png,fire,train
BoWFire/dataset/img,fire086.png,fire,train
BoWFire/dataset/img,fire087.png,fire,train
BoWFire/dataset/img,fire088.png,fire,train
BoWFire/dataset/img,fire089.png,fire,train
BoWFire/dataset/img,fire090.png,fire,train
BoWFire/dataset/img,fire091.png,fire,train
BoWFire/dataset/img,fire092.png,fire,train
BoWFire/dataset/img,fire093.png,fire,train
BoWFire/dataset/img,fire094.png,fire,train
BoWFire/dataset/img,fire095.png,fire,train
BoWFire/dataset/img,fire096.png,fire,test
BoWFire/dataset/img,fire097.png,fire,train
BoWFire/dataset/img,fire098.png,fire,train
BoWFire/dataset/img,fire099.png,fire,test
BoWFire/dataset/img,fire100.png,fire,train
BoWFire/dataset/img,fire101.png,fire,test
BoWFire/dataset/img,fire102.png,fire,train
BoWFire/dataset/img,fire103.png,fire,train
BoWFire/dataset/img,fire104.png,fire,train
BoWFire/dataset/img,fire105.png,fire,test
BoWFire/dataset/img,fire106.png,fire,train
BoWFire/dataset/img,fire107.png,fire,train
BoWFire/dataset/img,fire108.png,fire,train
BoWFire/dataset/img,fire109.png,fire,train
BoWFire/dataset/img,fire110.png,fire,test
BoWFire/dataset/img,fire111.png,fire,train
BoWFire/dataset/img,fire112.png,fire,train
BoWFire/dataset/img,fire113.png,fire,train
BoWFire/dataset/img,fire114.png,fire,train
BoWFire/dataset/img,fire115.png,fire,train
BoWFire/dataset/img,fire116.png,fire,train
BoWFire/dataset/img,fire117.png,fire,test
BoWFire/dataset/img,fire118.png,fire,test
BoWFire/dataset/img,not_fire000.png,no_fire,train
BoWFire/dataset/img,not_fire001.png,no_fire,train
BoWFire/dataset/img,not_fire002.png,no_fire,train
BoWFire/dataset/img,not_fire003.png,no_fire,train
BoWFire/dataset/img,not_fire004.png,no_fire,train
BoWFire/dataset/img,not_fire005.png,no_fire,test
BoWFire/dataset/img,not_fire006.png,no_fire,train
BoWFire/dataset/img,not_fire007.png,no_fire,train
BoWFire/dataset/img,not_fire008.png,no_fire,train
BoWFire/dataset/img,not_fire009.png,no_fire,train
BoWFire/dataset/img,not_fire010.png,no_fire,train
BoWFire/dataset/img,not_fire011.png,no_fire,train
BoWFire/dataset/img,not_fire012.png,no_fire,test
BoWFire/dataset/img,not_fire013.png,no_fire,train
BoWFire/dataset/img,not_fire014.png,no_fire,train
BoWFire/dataset/img,not_fire015.png,no_fire,train
BoWFire/dataset/img,not_fire016.png,no_fire,train
BoWFire/dataset/img,not_fire017.png,no_fire,train
BoWFire/dataset/img,not_fire018.png,no_fire,train
BoWFire/dataset/img,not_fire019.png,no_fire,train
BoWFire/dataset/img,not_fire020.png,no_fire,train
BoWFire/dataset/img,not_fire021.png,no_fire,train
BoWFire/dataset/img,not_fire022.png,no_fire,train
BoWFire/dataset/img,not_fire023.png,no_fire,train
BoWFire/dataset/img,not_fire024.png,no_fire,train
BoWFire/dataset/img,not_fire025.png,no_fire,train
BoWFire/dataset/img,not_fire026.png,no_fire,test
BoWFire/dataset/img,not_fire027.png,no_fire,train
BoWFire/dataset/img,not_fire028.png,no_fire,train
BoWFire/dataset/img,not_fire029.png,no_fire,train
BoWFire/dataset/img,not_fire030.png,no_fire,test
BoWFire/dataset/img,not_fire031.png,no_fire,train
BoWFire/dataset/img,not_fire032.png,no_fire,test
BoWFire/dataset/img,not_fire033.png,no_fire,test
BoWFire/dataset/img,not_fire034.png,no_fire,test
BoWFire/dataset/img,not_fire035.png,no_fire,train
BoWFire/dataset/img,not_fire036.png,no_fire,test
BoWFire/dataset/img,not_fire037.png,no_fire,test
BoWFire/dataset/img,not_fire038.png,no_fire,train
BoWFire/dataset/img,not_fire039.png,no_fire,train
BoWFire/dataset/img,not_fire040.png,no_fire,train
BoWFire/dataset/img,not_fire041.png,no_fire,test
BoWFire/dataset/img,not_fire042.png,no_fire,test
BoWFire/dataset/img,not_fire043.png,no_fire,train
BoWFire/dataset/img,not_fire044.png,no_fire,train
BoWFire/dataset/img,not_fire045.png,no_fire,train
BoWFire/dataset/img,not_fire046.png,no_fire,train
BoWFire/dataset/img,not_fire047.png,no_fire,test
BoWFire/dataset/img,not_fire048.png,no_fire,test
BoWFire/dataset/img,not_fire049.png,no_fire,train
BoWFire/dataset/img,not_fire050.png,no_fire,train
BoWFire/dataset/img,not_fire051.png,no_fire,test
BoWFire/dataset/img,not_fire052.png,no_fire,train
BoWFire/dataset/img,not_fire053.png,no_fire,train
BoWFire/dataset/img,not_fire054.png,no_fire,train
BoWFire/dataset/img,not_fire055.png,no_fire,test
BoWFire/dataset/img,not_fire056.png,no_fire,train
BoWFire/dataset/img,not_fire057.png,no_fire,train
BoWFire/dataset/img,not_fire058.png,no_fire,test
BoWFire/dataset/img,not_fire059.png,no_fire,train
BoWFire/dataset/img,not_fire060.png,no_fire,train
BoWFire/dataset/img,not_fire061.png,no_fire,train
BoWFire/dataset/img,not_fire062.png,no_fire,test
BoWFire/dataset/img,not_fire063.png,no_fire,train
BoWFire/dataset/img,not_fire064.png,no_fire,test
BoWFire/dataset/img,not_fire065.png,no_fire,train
BoWFire/dataset/img,not_fire066.png,no_fire,train
BoWFire/dataset/img,not_fire067.png,no_fire,train
BoWFire/dataset/img,not_fire068.png,no_fire,train
BoWFire/dataset/img,not_fire069.png,no_fire,train
BoWFire/dataset/img,not_fire070.png,no_fire,train
BoWFire/dataset/img,not_fire071.png,no_fire,test
BoWFire/dataset/img,not_fire072.png,no_fire,test
BoWFire/dataset/img,not_fire073.png,no_fire,train
BoWFire/dataset/img,not_fire074.png,no_fire,train
BoWFire/dataset/img,not_fire075.png,no_fire,train
BoWFire/dataset/img,not_fire076.png,no_fire,test
BoWFire/dataset/img,not_fire077.png,no_fire,train
BoWFire/dataset/img,not_fire078.png,no_fire,test
